"","V1","V2","V3","V4"
"X[[i]]","[家教] 桃園區 跳舞 鬼步 shuffle dace  ","Wed Mar  9 13:20:24 2016","<meta name=""description"" content=""1.對象: 男 社會人士&#10;2.地點: 桃園 可以跳舞的地方&#10;3.科目：shuffle dance&#10;4.上課時間：平日晚&#10;5.時薪：500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457500827.A.025.html"
"X[[i]]","[家教] 新竹市 園區附近 高中國文","Wed Mar  9 13:37:01 2016","<meta name=""description"" content=""1.對象: 男生 高一&#10;2.地點: 園區附近&#10;3.科目：高一國文&#10;4.上課時間：一周一次，一次2hr / 一周兩次，一次1.5hr&#10;5.時薪：每小時400~500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457501824.A.6AB.html"
"X[[i]]","[家教] 泰文泰語家教","Wed Mar  9 16:45:31 2016","<meta name=""description"" content=""1.對象: 24、32兩位女性←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 師大夜市附近←(請注意自身安全、財物等。)&#10;3.科目：泰文/泰語&#10;4.上課時間：面談&#10;5.時薪：300-500/時←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457513134.A.9C1.html"
"X[[i]]","[家教] 台北大安區 英語會話","Wed Mar  9 16:50:02 2016","<meta name=""description"" content=""1.對象: 30女&#10;2.地點: 台北市大安區 咖啡廳&#10;3.科目：英文會話&#10;4.上課時間：晚上17:00-18:00 (一週三次，每次1小時) （一到五晚上選三天，前一週定&#10;好）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457513404.A.525.html"
"X[[i]]","[家教] 新竹縣北埔 統測物理","Wed Mar  9 17:57:55 2016","<meta name=""description"" content=""已徵到已徵到 已徵到 已徵到感謝&#10;&gt;&gt;代PO~請直接跟家長聯絡喔&lt;&lt;&#10;1.對象: 女生，17歲（高職三年級）&#10;2.地點: 新竹縣北埔鄉埔心街&#10;3.科目：物理，4/30要考統測&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457517478.A.A11.html"
"X[[i]]","[家教] 台北 新北 成人英文口說","Wed Mar  9 18:26:16 2016","<meta name=""description"" content=""1.對象: 24/女/上班族&#10;2.地點: 捷運可到達處都可考慮（中永和&amp;古亭尤佳）&#10;3.科目：英文口說/英文面試技巧/商業及簡報英文&#10;4.上課時間：19:30-:21:00/一週1-2次/每週一三四五都可&#10;5.時薪：＄800-＄1000&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457519179.A.18F.html"
"X[[i]]","[家教] 新北三重 國小英文","Wed Mar  9 19:25:58 2016","<meta name=""description"" content=""1.對象:小五男生&#10;2.地點: 三重&#10;3.科目：英文&#10;4.上課時間：協調&#10;5.時薪：300-500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457522760.A.540.html"
"X[[i]]","[公告] 違規名單","Wed Mar  9 19:36:20 2016","<meta name=""description"" content=""薪資無明確上下限，禁言14天。&#10;joycindy、ssmemory、tidus0111、Sremix&#10;----&#10;陪玩，禁言3天。&#10;smartia、fifo&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457523384.A.4EE.html"
"X[[i]]","[家教] 新莊 日文","Wed Mar  9 21:02:07 2016","<meta name=""description"" content=""1.對象: 27/女/上班族&#10;2.地點: 輔大附近&#10;3.科目：日文/日文口說&#10;4.上課時間：19:30-:21:00/一週1次/平日，可再協調時間&#10;5.時薪：＄500-＄600&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457528531.A.A45.html"
"X[[i]]","[家教] 新北淡水 基礎英文","Wed Mar  9 21:04:43 2016","<meta name=""description"" content=""1.對象: 高三男←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 竹圍捷運站旁的mos←(請注意自身安全、財物等。)&#10;3.科目：基礎英文&#10;4.上課時間：七點至八點半,週一到週四,一週兩次,每次1.5小時&#10;5.時薪：400←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457528685.A.14C.html"
"X[[i]]","[交換] 高雄 英語換日語","Wed Mar  9 21:27:43 2016","<meta name=""description"" content=""1.對象:21，女&#10;2.地點： 文化中心附近咖啡店或是高師圖書館&#10;3.科目：日語，我完全是基礎程度。以考過N4日檢為目標~&#10;4.上課時間：每週一次，約2小時。週二or週四or六日，晚上為主。&#10;5.自己的才藝:本身英語系，可以幫你加強一些英文能力，或以考過檢定為目的，可以再&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457530066.A.E20.html"
"X[[i]]","[家教] 台南北門國一數學","Wed Mar  9 21:35:33 2016","<meta name=""description"" content=""1.對象：國一生&#10;2.地點：台南市北門區（雙春國小附近）&#10;3.科目：數學&#10;4.上課時間：假日；一週一次；一次一個半小時&#10;5.時薪：350&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457530536.A.054.html"
"X[[i]]","[上台] 台南市永康區 國中數學或理化","Wed Mar  9 22:06:02 2016","<meta name=""description"" content=""1.對象:國中生，男女皆有，小班制教學 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:台南市永康區中山東路282號2-3樓 ←(請注意自身安全、財物等。)&#10;3.科目：依據老師教學能力教授國中數學或理化&#10;4.補習班名稱:臺南市私立互動文理短期補習班府　&#10;　　　　　　教社字第0960153667號  ←(請主動附上立案證明)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457532365.A.597.html"
"X[[i]]","[交換] 會計學換英文口說或荷蘭文","Wed Mar  9 22:25:11 2016","<meta name=""description"" content=""1.對象:男生，２６歲&#10;2.地點：台北 汐止附近&#10;3.科目：英文會話或基礎荷蘭文&#10;4.上課時間：平日晚上或假日可討論&#10;5.自己的才藝:會計/審計實務(四大)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457533518.A.AFC.html"
"X[[i]]","[家教] 高雄市鳥松區澄湖路小二小四全科輔導","Wed Mar  9 22:32:09 2016","<meta name=""description"" content=""1.對象:小四哥哥小二妹&#10;2.地點:高雄市鳥松區澄湖&#10;3.科目：全科輔導，尤其英文與數學&#10;4.上課時間：星期二和星期五7:00~9:00&#10;5.時薪：300元整&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457533931.A.D9F.html"
"X[[i]]","[家教] 桃園台北access","Wed Mar  9 23:04:08 2016","<meta name=""description"" content=""1.對象: 普通上班族，男&#10;2.地點: 桃園市或台北劍潭&#10;3.科目:Access2007&#10;4.上課時間:平常日晚上&#10;5.時薪:300-500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457535850.A.C4E.html"
"X[[i]]","[家教]  臺北 台灣經濟趨勢","Wed Mar  9 23:06:58 2016","<meta name=""description"" content=""1.對象: 26男←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 臺北沿線捷運←(請注意自身安全、財物等。)&#10;3.科目：台灣經濟趨勢&#10;4.上課時間：互約&#10;5.時薪：500←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457536020.A.279.html"
"X[[i]]","[家教] 新北市新莊區 高中數學","Wed Mar  9 23:08:27 2016","<meta name=""description"" content=""1.對象: 高三男學生  準備指考複習&#10;2.地點: 新北新莊區&#10;3.科目：自然組數甲&#10;4.上課時間：平日晚上&#10;5.時薪：600&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457536109.A.EE7.html"
"X[[i]]","[家教] 平鎮中壢/電貝斯","Thu Mar 10 00:10:12 2016","<meta name=""description"" content=""1.對象:高一女 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:中壢平鎮 ←(請注意自身安全、財物等。)&#10;3.科目：電貝斯&#10;4.上課時間：面議&#10;5.時薪：400~600←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457539818.A.07C.html"
"X[[i]]","[家教] 新北市新店 國中理化","Thu Mar 10 01:53:47 2016","<meta name=""description"" content=""1.對象: 金華國中國二男生&#10;2.地點: 新北市新店區 湯泉美地社區&#10;3.科目：國二理化&#10;4.上課時間：一三四五六日(二不行) 擇一日  每次兩小時&#10;5.時薪：大學500/H  研究所很有經驗者600/h&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457546030.A.A6B.html"
"X[[i]]","[家教] 劇本練習 表演","Thu Mar 10 02:55:15 2016","<meta name=""description"" content=""1.對象: 24 女&#10;2.地點:台北 新北（可討論）&#10;3.科目：簡短劇本對話練習（練習表情、語氣等）&#10;4.上課時間：即日起（可討論）&#10;5.時薪：600～700/hr(不太了解行情價，煩請指正或來信報價&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457549717.A.8B1.html"
"X[[i]]","[家教] 台北市北投  高職英文","Thu Mar 10 12:21:55 2016","<meta name=""description"" content=""1.對象: 23 女&#10;2.地點: 以北投區為主&#10;3.科目：高職程度英文&#10;4.上課時間：1~1.5小時&#10;5.時薪：300~500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457583718.A.8AD.html"
"X[[i]]","[家教] 高雄鳥松區明湖路 幼兒英文家教","Thu Mar 10 13:21:09 2016","<meta name=""description"" content=""1.對象: 5歲、女孩&#10;2.地點: 高雄市鳥松區明湖路(自宅)&#10;3.科目：幼兒英文&#10;4.上課時間：週六上午或下午。暫定一週一次，一次一小時。&#10;5.時薪：NT800-1000(每小時)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457587272.A.1B3.html"
"X[[i]]","[家教] 台北天母 指考數學","Thu Mar 10 13:44:06 2016","<meta name=""description"" content=""1.對象:18歲，男←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:天母中山北路七段自宅←(請注意自身安全、財物等。)&#10;3.科目：指考數學(自然組)&#10;4.上課時間：星期日下午或晚上或星期五晚&#10;5.時薪：800~1000元←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457588652.A.84D.html"
"X[[i]]","[家教] 臺中 高三國文指考作文","Thu Mar 10 14:20:43 2016","<meta name=""description"" content=""1.對象: 臺中女中高三4~5人&#10;2.地點: 臺中女中附近&#10;3.科目：高三國文指考作文&#10;4.上課時間：一星期2小時&#10;5.時薪：600/hr~1000/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457590846.A.1B7.html"
"X[[i]]","[家教] 桃園區 程式設計 C語言寫MSP430單晶片","Thu Mar 10 15:17:29 2016","<meta name=""description"" content=""1.對象: 24 男生 國立科大電機系剛畢業&#10;2.地點: 桃園市桃園區 找速食店或咖啡店皆可&#10;3.科目：用C語言寫MSP430單晶片&#10;4.上課時間：一個禮拜一次 1~2小時  平日晚上都可&#10;5.時薪：600/hr 可再議&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457594253.A.E51.html"
"X[[i]]","3/10 晚台北急徵 arduino教學老師（現領）","Thu Mar 10 16:39:22 2016","<meta name=""description"" content=""日期：3/10 晚上7點&#10;地點：台北車站新光三越旁&#10;教授內容：arduino&#10;教授對象：高中生一位&#10;時薪：500（可現領）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457599164.A.ED0.html"
"X[[i]]","[交換] 法文/英文 換 會計/財經/日文","Thu Mar 10 21:28:54 2016","<meta name=""description"" content=""1.對象: 性別年齡不限，只要具備該專長即可&#10;2.地點：台南市區 或 skype&#10;3.科目：日文&#10;4.上課時間： 平日白天晚上&amp;周末晚上&#10;5.自己的才藝: 法文 (DALF C1通過) 英文 (多益900 托福108)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457616536.A.D7A.html"
"X[[i]]","[家教] 台北市信義區 國二英文","Thu Mar 10 22:27:56 2016","<meta name=""description"" content=""1.對象: 國二 男生&#10;2.地點: 台北市信義區&#10;3.科目：英文&#10;4.上課時間：每週兩次&#10;5.時薪：500-800&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457620078.A.805.html"
"X[[i]]","[家教] 台北市 食品技師","Thu Mar 10 22:33:23 2016","<meta name=""description"" content=""1.對象: 26歲男性上班族←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 咖啡廳(因為自己有開車，基本上只要台北市內皆可)←(請注意自身安全、財物等。)&#10;3.科目：食品技師課程&#10;4.上課時間：每次至少2小時，每周1~2次 (星期二、四、六的晚上皆可)&#10;5.時薪：600~1000之間，可於電話中進一步討論*[1;32m←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457620406.A.1F7.html"
"X[[i]]","[家教] 高雄市鼓山 高職會計","Thu Mar 10 23:28:54 2016","<meta name=""description"" content=""1.對象:雄商一年級16女 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:高雄市鼓山區華榮路 ←(請注意自身安全、財物等。)&#10;3.科目：會計&#10;4.上課時間：每週1～2次，每次時間不大於2小時，可和家長討論&#10;5.時薪：500元/hr  ←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457623737.A.50A.html"
"X[[i]]","[家教] 高雄國小家教","Fri Mar 11 00:57:39 2016","<meta name=""description"" content=""1.對象: 國小六年級 女生&#10;2.地點: 高雄市九如一路（近陽明路）&#10;3.科目: 全科（複習 國/數/社/自）&#10;4.上課時間： 周二晚上＆周六早上（皆為一個半小時）&#10;5.時薪：500元（一個半小時）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457629062.A.59F.html"
"X[[i]]","[上台] 高雄市國中數學代課","Fri Mar 11 10:03:53 2016","<meta name=""description"" content=""1.對象:國一學生&#10;2.地點: 高雄市立大樹國中&#10;        高雄市大樹區九曲里九曲路500號&#10;3.科目：國一數學課&#10;4.補習班名稱:公立學校&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457661836.A.A79.html"
"X[[i]]","[陪讀] 台北捷運大橋頭 國小陪讀代課","Fri Mar 11 11:05:26 2016","<meta name=""description"" content=""1.對象：小五男 小二女(兩個分開上課) ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點：民族西路重慶北路口 ←(請注意自身安全、財物等。)&#10;3.科目：國小全科陪讀，若有考試協助複習&#10;4.上課時間：3/14(一)、3/22(二)、3/25(五)&#10;除了星期二是下午4點半到6點半，其他都是下午3點半到6點半&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457665528.A.A32.html"
"X[[i]]","[交換] 新北 英文會話 換 化妝","Fri Mar 11 11:17:15 2016","<meta name=""description"" content=""1.對象: 24歲女生&#10;2.地點： 永安市場捷運站附近的摩斯/或是我自家(但必須為女生)&#10;3.科目： 化妝&#10;4.上課時間： 星期四18點以前 星期五除了19~21點無法 其他皆可&#10;5.自己的才藝: 英文會話,發音糾正&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457666238.A.F00.html"
"X[[i]]","[家教]高中指考英文作文(EMAIL指導也可以)","Fri Mar 11 12:06:01 2016","<meta name=""description"" content=""1.對象: 高三 女生&#10;2.地點: 台北北投區&#10;3.科目：指考英文作文指導&#10;4.上課時間：周一~五晚上&#10;5.時薪：500-600&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457669163.A.F9A.html"
"X[[i]]","[家教] 桃園市桃園區高中物理化學、數學","Fri Mar 11 14:46:59 2016","<meta name=""description"" content=""1.對象: 高二男&#10;2.地點: 桃園市桃園區，近縣府&#10;3.科目：高中數學，高中物理化學&#10;4.上課時間：平日晚上19:00~21:00，週六全天皆可。&#10;5.時薪：300~400元/H，一次兩小時。&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457678821.A.E91.html"
"X[[i]]","[家教] 新竹武陵路 高中英文","Fri Mar 11 16:44:49 2016","<meta name=""description"" content=""1.對象: 新竹女中高二美術班女生&#10;2.地點: 近武陵路&#10;3.科目：高中英文&#10;4.上課時間：面議&#10;5.時薪：500元&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457685892.A.723.html"
"X[[i]]","[上台] 高中/高職英文","Fri Mar 11 16:55:40 2016","<meta name=""description"" content=""1.對象:高中職學生 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:台北市永春捷運站 ←(請注意自身安全、財物等。)&#10;3.科目：高中職英文&#10;4.補習班名稱: 葉鴻 北市證字7276 ←(請主動附上立案證明)&#10;5.上課時間：週六下午1:00~3:00 周2下午1:30~3:30 周4下午1:30~3:30&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457686542.A.462.html"
"X[[i]]","[家教] 新北市亞東醫院 日文","Fri Mar 11 18:08:57 2016","<meta name=""description"" content=""1.對象: 24y/o男性&#10;2.地點: 江子翠到亞東醫院捷運站附近咖啡店或安靜場所都可（可更動&#10;3.科目：日文&#10;4.上課時間：平日晚上或者假日，可接受更動者佳&#10;5.時薪：400~500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457690939.A.4C4.html"
"X[[i]]","https://www.ptt.cc/bbs/HomeTeach/M.1457699509.A.813.html","https://www.ptt.cc/bbs/HomeTeach/M.1457699509.A.813.html","https://www.ptt.cc/bbs/HomeTeach/M.1457699509.A.813.html","https://www.ptt.cc/bbs/HomeTeach/M.1457699509.A.813.html"
"X[[i]]","[家教] 高雄英文家教（高三）","Fri Mar 11 21:42:10 2016","<meta name=""description"" content=""對象: 高三男生， 一名&#10;2.地點: 近鹽埕站&#10;3.科目：針對指考英文&#10;4.上課時間：家長討論&#10;5.時薪：1小時500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457703732.A.0F0.html"
"X[[i]]","[家教] 徵一位熟悉swift的老師","Fri Mar 11 22:56:55 2016","<meta name=""description"" content=""1.對象: 21歲 男&#10;2.地點: 不限 skype聯絡&#10;3.科目：swift 基本程式設計&#10;4.上課時間：你方便皆可&#10;5.時薪：800～1200&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457708218.A.736.html"
"X[[i]]","[家教] 新竹市北區 mpeg-2 PSI","Fri Mar 11 23:01:18 2016","<meta name=""description"" content=""1.對象: 社會人士 30歲女生 (具資工背景)&#10;2.地點: 新竹市武陵路 or 線上教學&#10;3.科目：mpeg-2 transport stream 的 PSI (Program-Specific Information)&#10;        詳細參考https://en.wikipedia.org/wiki/Program-specific_information&#10;4.上課時間：晚上任何時段 (盡早開始)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457708481.A.16F.html"
"X[[i]]","[交換] 英文口說或文法或日文換化妝","Sat Mar 12 01:09:43 2016","<meta name=""description"" content=""1. 對象：23 歲 女&#10;2. 地點：新莊 輔大附近&#10;3. 科目：化妝&#10;4. 上課時間：可再討論&#10;5. 自己的才藝：&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457716185.A.34C.html"
"X[[i]]","[家教] 台南市 新化 高中數學","Sat Mar 12 02:22:23 2016","<meta name=""description"" content=""1.對象: 高二 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 台南市新化 ←(請注意自身安全、財物等。)&#10;3.科目： 數學&#10;4.上課時間： 禮拜一到禮拜五晚上皆可&#10;5.時薪：500 ←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457720546.A.8D3.html"
"X[[i]]","[家教] 北市松山區 高中二年級數學","Sat Mar 12 08:40:00 2016","<meta name=""description"" content=""1.對象: 高二男學生  懶惰&#10;2.地點: 靠近西松高中&#10;3.科目：數學&#10;4.上課時間：假日&#10;5.時薪：500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457743204.A.696.html"
"X[[i]]","[家教] 桃園區成人英文會話","Sat Mar 12 08:42:02 2016","<meta name=""description"" content=""1.對象:35歲男&#10;2.地點:桃園市區&#10;3.科目：英文&#10;4.上課時間：一到四白天晚上皆可&#10;一周一次至兩次，一次1.5或2hr可再談。&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457743324.A.F65.html"
"X[[i]]","[交換] 提供免費程式設計家教 台北","Sat Mar 12 10:41:28 2016","<meta name=""description"" content=""1.對象: 23 男&#10;2.地點： 台北 永和附近 或 火車站附近&#10;3.科目：無&#10;4.上課時間： 週末 每次1~3小時 暫時先提供4次免費的程式設計家教&#10;5.自己的才藝:&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457750492.A.963.html"
"X[[i]]","[家教] 高雄 程式設計、app設計","Sat Mar 12 11:45:51 2016","<meta name=""description"" content=""1.對象: 24歲 男&#10;2.地點: 高雄市區&#10;3.科目：程式設計、程式語言、app設計&#10;4.上課時間：一週 2小時左右&#10;5.時薪：500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457754354.A.55B.html"
"X[[i]]","[家教] 新竹拓人培英分校 徵求一對一老師","Sat Mar 12 12:45:26 2016","<meta name=""description"" content=""台灣拓人教育事業 培英分班&#10;地點：新竹市東區東山街32號（台灣拓人培英分班）[竹中對面]&#10;時間：週一～週五（16:50～21:40 排班制）&#10;      週六（9:00～16:40）&#10;工作內容：&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457757929.A.EE9.html"
"X[[i]]","[家教] 桃園市 SPSS/AMOS統計教學","Sat Mar 12 16:04:26 2016","<meta name=""description"" content=""1.對象: 29女性商管碩士生&#10;2.地點: 桃園市中壢市 確切地點可再討論&#10;3.科目：SPSS、AMOS軟體及統計問題諮詢&#10;4.上課時間：時間彈性 皆可討論&#10;5.時薪：500-700/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457769868.A.1B5.html"
"X[[i]]","[交換]台北 大學微積分、3D繪圖交換 英文或其他","Sat Mar 12 16:32:22 2016","<meta name=""description"" content=""1.對象:男性27  ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點：台北市（捷運可到的地方）、新北市的話要看地區(有興趣)←(請注意自身安全&#10;、財物等。)&#10;3.科目：台北 3D繪圖 (電腦輔助繪圖) 、2D繪圖 、大學微積分&#10;4.上課時間：台北 週1-2次&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457771545.A.360.html"
"X[[i]]","[家教] 臺北東湖 大湖國小附近國二理化","Sat Mar 12 17:23:43 2016","<meta name=""description"" content=""1.對象: 國中二年級←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: ←(請注意自身安全、財物等。)&#10;3.科目：國中理化&#10;4.上課時間：星期六10：00～12：00&#10;5.時薪：500←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457774625.A.EDD.html"
"X[[i]]","[家教] Ansys workbench 基礎教學","Sat Mar 12 18:39:21 2016","<meta name=""description"" content=""1.對象: 24 男&#10;2.地點: 台大實驗室或科技大樓附近咖啡廳（我用遠端連線實驗室）&#10;3.科目：Ansys workbench 基本操作&#10;4.上課時間：原則上是下週一下午或晚上 大約3hr&#10;5.時薪：700&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457779167.A.A20.html"
"X[[i]]","[交換] 英文交換網球","Sat Mar 12 18:41:26 2016","<meta name=""description"" content=""1.對象:女，25歲&#10;2.地點： 北區&#10;3.科目：網球&#10;4.上課時間：週六 下午 週日3點後&#10;5.自己的才藝: 英文&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457779288.A.85C.html"
"X[[i]]","[家教] 新竹市 清交園區 python物件導向程式設計","Sat Mar 12 21:46:05 2016","<meta name=""description"" content=""1.對象: 25歲 女←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 清交校區 或 園區附近←(請注意自身安全、財物等。)&#10;3.科目：python的物件導向程式設計&#10;4.上課時間：3/19(六) 或 3/20(日)&#10;5.時薪：600/hr~1000/hr←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457790368.A.879.html"
"X[[i]]","[家教] 新竹或網路 唱歌","Sat Mar 12 22:40:20 2016","<meta name=""description"" content=""1.對象: 32 男&#10;2.地點: 新竹 或 網路教學&#10;3.科目：唱歌&#10;4.上課時間： 晚上 可再討論&#10;5.時薪：400~500/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457793622.A.40A.html"
"X[[i]]","[討論] 用試教來解題","Sat Mar 12 22:44:10 2016","<meta name=""description"" content=""最近去試教一個即將要大考的學生&#10;在電話裡講好了試教的內容&#10;說是有一些單元特別有疑惑需要解決&#10;試教的過程中沒有太多狀況&#10;就把他的疑惑給解決&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457793853.A.F69.html"
"X[[i]]","[徵到] 苗栗頭份 高中物理、化學、數學","Sat Mar 12 22:47:43 2016","<meta name=""description"" content=""1.對象: 高二學生&#10;2.地點: 苗栗頭份&#10;3.科目：物理、化學、數學&#10;4.上課時間：每週六或日&#10;5.時薪：500-600 可再討論&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457794067.A.CCD.html"
"X[[i]]","台北市 信義區 英文會話","Sun Mar 13 02:13:34 2016","<meta name=""description"" content=""1.對象: 32歲 男&#10;2.地點: 東區或板南線的捷運站附近&#10;3.科目：英文口說和聽力，希望能加強發音和口語流利度&#10;4.上課時間：一週一次，一次一小時，視情況可能增加為兩小時，一到五上課&#10;5.時薪：看資歷 可再談（尊重專業）&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457806417.A.89E.html"
"X[[i]]","[家教] 找高雄爵士鼓老師","Sun Mar 13 03:40:26 2016","<meta name=""description"" content=""1.對象: 年齡30，性別女&#10;2.地點: 鳳山文山特區&#10;3.科目：爵士鼓&#10;4.上課時間：每週可彈性調整為佳&#10;5.時薪：400~500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457811628.A.6CB.html"
"X[[i]]","[家教] 台北市區 廣東話","Sun Mar 13 09:46:03 2016","<meta name=""description"" content=""1.對象: 女性（28歲）&#10;2.地點: 台北市區捷運站附近&#10;3.科目：廣東話（粵語）發音、對話與聽力&#10;4.上課時間：平日晚上1830後、假日均可，1~2週一次，一次1~2小時，&#10;　　　　　　因為本身是排班制，偶爾平日白天也可，可配合彈性時間者佳&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457833567.A.5FD.html"
"X[[i]]","[家教] 高雄 成人 圍棋or日文","Sun Mar 13 10:49:50 2016","<meta name=""description"" content=""1.對象: 34歲成年人，男性←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 高雄市，三民區九如路、陽明路一帶←(請注意自身安全、財物等。)&#10;3.科目：圍棋 or 日文&#10;4.上課時間：週六傍晚7:00～9:30間&#10;5.時薪：圍棋300～500/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457837393.A.D9A.html"
"X[[i]]","[家教] 台中市西屯 托福 TOEFL","Sun Mar 13 11:13:09 2016","<meta name=""description"" content=""1.對象: 男女 20-35歲&#10;2.地點: 台中 西屯 逢甲&#10;3.科目：托服口說 寫作&#10;4.上課時間：星期一到日&#10;5.時薪：700-1000&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1457838792.A.13B.html"
